orderID,customerID,customerFirstName,customerLastName,productID,productName,qty,totalPrice,dateofOrder,status,address
,8e4d8133-bd8a-4076-be4d-a73c46e3cbff,Sergeant,Youle,62e54916f032398f1a000ba2,aenean,8,7408,2022-06-14 07:59:20,Cancelled,72 Bonner Crossing
,04b42783-6dc1-43cb-b232-5a471eef742f,Jedidiah,Purdon,62e54916f032398e99000ba5,vel pede,7,5383,2021-09-04 22:02:56,Delivered,86 Loomis Crossing
,8ed21f7b-d7b0-4658-b4fb-b38ce01b0dd4,Orren,Szymanowicz,62e54916f032398eb5000b86,habitasse platea,2,696,2022-03-26 21:30:25,Delivered,5 Di Loreto Drive
,14d71f40-9b9b-4444-8e95-2428df83a866,Karoly,Counihan,62e54916f032398f30000bc3,vivamus metus arcu,1,944,2022-05-05 16:15:15,Delivered,1 Knutson Crossing
,d2020834-d036-4a52-bb8c-165569944189,Maude,Janodet,62e54916f032398e8e000bd6,donec,10,1680,2021-09-21 11:45:03,Unshipped,902 Grayhawk Place
,3246f594-a32c-4d89-89a5-84183f65c2c3,Brion,Hilbourne,62e54916f032398f30000bad,dapibus,2,1842,2021-11-10 01:06:11,Pending,3 Vidon Way
,62bf2368-8737-44a6-a0b5-d5d23e6c4d99,Tully,Keme,62e54916f032398ed6000bab,eget elit,3,1407,2021-08-14 18:08:04,Unshipped,29982 Buena Vista Alley
,8abe6f6d-ec64-45a8-ba46-8ee8d8d0a48b,Anson,Middle,62e54916f032398f29000bc5,nec condimentum,3,1137,2021-11-24 08:43:57,Pre-Shipment,70 Vahlen Pass
,8773ce4a-ed28-472d-97bc-b9d73827876e,Jud,FitzGeorge,62e54916f032398ea4000bcf,mattis odio,6,1584,2021-10-27 17:20:47,Delivered,846 Northfield Terrace
,3508e100-dd18-463e-a1a8-eb8709572c26,Fields,Barnwall,62e54916f032398e99000b9c,id turpis integer,3,1815,2021-12-11 18:52:25,Delivered,153 Park Meadow Trail
,b92b888b-ffbf-4e7d-949c-2c67ed0015cc,Decca,St. Pierre,62e54916f032398e99000ba7,sollicitudin ut,4,2980,2021-07-09 00:21:02,Pre-Shipment,80 Lawn Terrace
,136e049f-2b7c-4919-b43d-49cb47a57182,Andrus,Dragge,62e54916f032398f30000bd4,ut rhoncus aliquet,6,2292,2021-12-27 04:51:23,Delivered,06 Washington Way
,fea2aaa6-daa0-4a60-a491-0a6502ef372c,Francesca,Huxton,62e54916f032398ec9000b9e,cum sociis,3,2679,2022-02-11 23:57:07,Unshipped,2447 Heath Circle
,be0c400a-6187-4684-9511-63d409d34207,Kennan,Bastock,62e54916f032398e92000bbc,vestibulum vestibulum,8,5584,2022-03-18 20:45:00,Pending,3463 Manitowish Avenue
,6451d536-10c6-4c5a-99c9-be84787968a7,Celle,Finlator,62e54916f032398eee000bb1,euismod scelerisque quam,7,6916,2021-10-16 14:12:09,Pending,106 Pepper Wood Hill
,2fd36f51-4d6a-4fd2-a061-370d93fbd5a8,Hayden,Mattacks,62e54916f032398f1a000bce,etiam justo,2,570,2022-07-09 02:05:27,Delivered,1607 Prairieview Center
,9cf1939e-d021-4a32-8292-32a7519b68fa,Aldo,Hallmark,62e54916f032398ec4000bbc,nec,7,4606,2022-01-20 17:07:32,Delivered,8 Gulseth Circle
,a85f49db-93a8-4033-933d-63ac02c2740e,Bobbie,Dranfield,62e54916f032398eb5000ba6,in,1,928,2022-01-19 08:27:51,Delivered,1 Evergreen Court
,6474b3d4-b598-4b72-a289-b1ab384c4fba,Davy,Stiff,62e54916f032398ec9000baa,ipsum dolor,6,5376,2021-09-05 19:42:14,Unshipped,4867 Prairieview Alley
,8a37ab87-c99d-4571-8cb4-9d442d657c47,Kristofor,Wetherburn,62e54916f032398eee000ba9,donec,4,912,2021-11-20 21:34:00,Delivered,30 Sutteridge Parkway
,bac0e6e9-9a3a-4228-9e00-cfda5c9c1702,Wilbert,Rapi,62e54916f032398eee000bbb,congue,7,3073,2021-08-25 16:05:58,Delivered,9954 Hagan Pass
,d7d3db5d-5e86-4c87-8077-418027baa770,Roderigo,Brice,62e54916f032398f29000ba9,semper porta volutpat,9,2988,2021-08-24 20:11:59,Delivered,16 Sullivan Park
,b3a7d452-99c8-43a3-b1ae-9b56262aea4c,Benton,Burnham,62e54916f032398eae000bb7,sit amet sapien,6,3024,2022-07-06 19:57:37,Pre-Shipment,73981 Carberry Junction
,f0630a26-317c-49fd-9fd2-42d7e72a6131,Travers,Lovering,62e54916f032398ef9000bcd,ut nunc vestibulum,2,1632,2021-06-27 23:09:19,Delivered,95400 Bluestem Circle
,511daa61-279b-45c7-8b45-b363c75a7dd3,Eddie,Drinkall,62e54916f032398f07000ba9,at nunc,10,2700,2022-06-17 01:52:35,Delivered,8295 Grayhawk Lane
,07c943c8-881c-4e4c-9d36-8aff799545a7,Cordie,McKissack,62e54916f032398ee7000bd8,eu,3,2346,2022-01-16 19:11:00,Cancelled,6 Nova Lane
,1ef758ac-13bd-4f2a-8740-9d5a84e369c8,Denny,Cristofol,62e54916f032398f34000bbc,turpis,1,707,2022-04-01 09:03:17,Delivered,839 Green Ridge Point
,38b8e968-4454-4ad4-b79e-6f026cdb7449,Tabbi,MacGaffey,62e54916f032398f30000ba4,ut at,4,4000,2021-08-07 13:10:34,Delivered,0779 Dwight Drive
,ab619905-c861-48aa-a573-85191ca5661f,Natividad,McNess,62e54916f032398f29000bbe,neque libero convallis,3,1224,2022-05-12 16:27:04,Delivered,451 Browning Drive
,48ab641f-d9cc-47b6-9371-869516bcc137,Adelle,Adami,62e54916f032398e92000bb1,nulla elit,1,401,2022-01-22 14:50:40,Delivered,77 Chinook Parkway
,b492a948-5732-426a-9e82-748f0847e4e0,Yorgo,Hawsby,62e54916f032398ee7000bbf,odio,5,4240,2021-07-07 23:16:37,Pending,4493 Pierstorff Parkway
,5aad956d-f74c-4f8d-a63c-2a6e337de233,Tania,Zumbusch,62e54916f032398f30000bb6,neque libero,9,7623,2022-04-13 05:18:22,Pre-Shipment,7801 Banding Plaza
,44ab489e-5d3a-40df-a9c3-77cb52cf0fb6,Magdalene,Dome,62e54916f032398ec9000b9d,dui vel,2,1392,2021-06-07 21:57:51,Pending,113 7th Pass
,77ec3b77-9805-48b0-b981-3f200655d9e5,Dave,Redmond,62e54916f032398ee2000bcf,luctus,3,1440,2021-12-11 13:05:59,Cancelled,6437 Thackeray Trail
,239bea4d-258a-4188-aaa7-3eb9971bed57,Stepha,Merricks,62e54916f032398e8f000ba9,bibendum morbi,3,1800,2022-02-01 09:55:27,Pre-Shipment,031 Beilfuss Pass
,b6dd0863-ef04-4946-ac6b-72ef6d4880a7,Filippo,Margetson,62e54916f032398f1a000bc3,adipiscing,10,5660,2022-01-04 19:04:34,Delivered,7 Roth Parkway
,612ce5b3-4ce8-4efe-b55a-88e9bea86130,Hedda,Stranieri,62e54916f032398e92000b99,non sodales,6,1032,2022-03-22 07:55:05,Delivered,331 Anthes Place
,38dbc7d6-e356-4c5e-bff0-c87f7d9ff2e4,Sharity,Muir,62e54916f032398ec4000bc2,in purus,4,2648,2022-04-03 17:27:08,Delivered,4121 Fair Oaks Avenue
,164c4d17-26d9-4798-b72b-eab7981b059a,Meade,Bowman,62e54916f032398eee000bb9,eleifend,1,249,2021-09-26 13:08:43,Delivered,5403 Katie Place
,0c7a666c-d68b-488f-b26a-542ab9c63bf4,Obadias,Jirick,62e54916f032398e8e000bbd,amet sapien,9,1773,2021-08-26 11:04:39,Delivered,7907 Continental Point
,63e03af7-b0de-472f-9b54-3149a27e8149,Burg,Udie,62e54916f032398ec4000bae,sapien placerat ante,7,3325,2021-07-31 16:32:11,Delivered,0215 Sloan Pass
,99a20340-1f5d-48cf-9652-2b11699db9d4,Thorndike,Ackeroyd,62e54916f032398eae000b9f,lacus purus aliquet,7,3150,2021-12-24 21:34:42,Delivered,52 Ronald Regan Road
,37273d48-ae35-4642-b27c-ec8a63f8b895,Giselbert,Vials,62e54916f032398ed6000ba8,elementum eu,8,1496,2021-12-04 00:24:38,Delivered,60 Doe Crossing Lane
,d46fd32b-2adb-4e00-a0a8-59621ed0d163,Katee,Ferreo,62e54916f032398ea4000bb5,justo sit amet,6,4806,2022-04-20 07:43:42,Pending,3954 Grayhawk Parkway
,dd535ac0-2ee0-47c4-8fdb-ededf5367447,Abbi,Shilvock,62e54916f032398f29000bbc,nec condimentum neque,1,915,2022-07-04 18:15:08,Delivered,6237 Johnson Drive
,d2dbae22-7cee-4f0c-a078-0cff6e580c09,Ryley,Runnacles,62e54916f032398ec3000ba3,nec euismod,9,8550,2022-04-14 04:59:50,Delivered,656 Fairfield Trail
,bf07632f-e211-408c-9733-83f0cdbf08c2,Rickie,Alessandrini,62e54916f032398ec3000baa,nullam porttitor lacus,10,8030,2021-08-22 11:05:49,Delivered,71 Mesta Junction
,747ac17a-96b1-448e-9cfe-6432feccc46c,Selby,Veivers,62e54916f032398e92000bbb,tempor turpis,9,8271,2021-09-22 17:51:35,Pre-Shipment,4215 Kennedy Parkway
,4472d3b6-1a72-4ece-858a-bd08706aaddd,Nikolia,Desseine,62e54916f032398f34000bc4,neque,1,826,2021-09-26 21:09:57,Unshipped,28 Lakeland Place
,16f748a5-06b3-4615-91c7-51e5bbdc4445,Rufe,Spritt,62e54916f032398e8f000bab,maecenas leo,10,5740,2021-08-28 19:56:02,Unshipped,5 Hintze Way
,78e7c879-4f38-4288-bfb9-2b1f70a38c43,Osmond,Amiranda,62e54916f032398e8f000bad,blandit ultrices enim,5,2565,2022-01-20 07:23:07,Delivered,828 Pine View Trail
,d6b015e8-2c64-4c27-aa9e-39d6b5526260,Scotty,Dockery,62e54916f032398e99000bca,ligula suspendisse ornare,8,1104,2021-10-18 05:14:23,Pre-Shipment,07380 Pearson Way
,556fd201-fa03-4b0e-8cd8-29820626bd60,Reed,Hewins,62e54916f032398ee7000bd9,luctus et ultrices,10,8200,2022-04-29 02:54:07,Delivered,76 Glacier Hill Way
,cb76e676-220c-4141-b5b5-414b4bfbb0e3,Sally,Faughey,62e54916f032398ea4000ba6,odio donec,3,1905,2021-12-18 09:56:36,Pending,19298 Crownhardt Park
,d3b4c633-c88d-4097-8470-ff83606e44fd,Burton,Pedrollo,62e54916f032398ef9000bcb,commodo placerat,5,3665,2021-12-25 05:23:19,Delivered,530 Magdeline Street
,ddb65b38-3ad0-45fa-a6cf-c4c65d16b4f7,Stillmann,Pate,62e54916f032398f34000bb0,ipsum dolor,3,822,2021-09-11 05:10:18,Delivered,631 Annamark Lane
,3542280c-c5b7-4351-913b-576a1e465e5b,Amye,Henrys,62e54916f032398f07000bac,rhoncus aliquet pulvinar,8,6424,2022-06-09 14:39:55,Cancelled,3 Golden Leaf Pass
,6245b172-557c-467d-bda5-ff258fb3758a,Christy,Duffie,62e54916f032398ed6000b8d,luctus,5,2795,2022-07-03 10:29:47,Delivered,74738 Autumn Leaf Alley
,b277214c-1510-4622-9aa8-5d939c1c5aed,Daune,Carr,62e54916f032398e8f000b98,praesent id,4,1180,2021-09-11 18:28:35,Delivered,74 Ryan Pass
,d9c71840-ad4f-412c-85c1-2dc1b8956356,Marian,Woodage,62e54916f032398ef9000bda,et,2,972,2022-02-02 07:46:28,Delivered,214 Gerald Park
,74ca774f-9de1-4bbd-8d41-687008940113,Barbara-anne,Ferrotti,62e54916f032398e92000bb2,nulla tellus in,3,2754,2022-01-02 10:39:44,Pending,913 Di Loreto Crossing
,ec7261cf-4de1-4eb3-b4a4-bbfab3e64c81,Kendell,Southwood,62e54916f032398ec3000b9b,turpis,9,3141,2021-11-21 22:24:57,Delivered,88 Springview Drive
,f10307b7-f79d-4684-8b20-153cf70799dd,Emmy,Maffezzoli,62e54916f032398ea4000bc9,quisque,7,3031,2022-05-21 21:13:33,Delivered,4 Raven Point
,b63db96a-eeaa-4cbd-8707-fc1c22163d12,Devland,Cellier,62e54916f032398f07000bb7,id nisl,5,1480,2022-06-25 00:03:11,Delivered,89812 Mayer Hill
,19d82e0d-6a02-42e4-9b87-34c4005a4c62,Andee,Zanettini,62e54916f032398eb5000ba1,sit amet,3,816,2022-03-08 21:15:20,Delivered,5378 Memorial Place
,9cc3de2e-e3de-43be-9e00-1b526bbf2eae,Margarete,Kharchinski,62e54916f032398f30000bcf,eros vestibulum,1,714,2022-02-22 06:34:25,Delivered,6 International Crossing
,24589ee4-7d36-469d-b6f7-a819f3061f2e,Vernen,Folkerd,62e54916f032398f30000bb1,odio in,3,2850,2022-06-04 22:49:08,Delivered,07 Oriole Center
,107ca405-6e71-4109-8a8f-65b8c0006b1c,Vicky,De Vere,62e54916f032398f29000bc1,in quam,6,2106,2021-08-28 14:08:10,Delivered,0 Burning Wood Avenue
,6f32d358-697f-4bd4-8295-e1b7313828a0,Johnnie,Arpe,62e54916f032398f1a000bc6,curabitur gravida,3,429,2021-07-10 22:43:19,Pre-Shipment,6 Arizona Way
,2db7155a-93ea-490d-895b-0a2751293cf8,Malinda,Acuna,62e54916f032398f29000bd7,aliquet massa id,5,2355,2022-04-26 16:18:09,Pending,905 Menomonie Lane
,507314a9-fd63-4084-9e6a-e7c43088984b,Manon,Sharram,62e54916f032398e8f000ba2,ultrices,5,2855,2022-06-17 18:32:49,Pre-Shipment,72729 Steensland Road
,0b83a095-1338-4432-ae0a-a94f58935b80,Jo-ann,Kearney,62e54916f032398eee000bc1,felis sed,4,3260,2021-12-25 09:10:53,Cancelled,0430 Village Green Court
,8ebb594c-b178-4e87-96f6-3588d39cd998,Ardelle,Moulden,62e54916f032398e8f000ba4,massa tempor,5,1310,2022-02-04 03:05:50,Delivered,5744 Fordem Drive
,b42499ca-d78f-4dcb-aab0-7f61ca9c7b88,Sadie,Buckam,62e54916f032398eee000b9e,lacus,5,3680,2021-10-17 19:48:42,Cancelled,275 Stone Corner Center
,72c2da05-eb45-469b-ae80-f2556f598579,Loralie,Passey,62e54916f032398ea4000bac,eget tincidunt,6,4686,2021-06-21 22:41:17,Delivered,5731 Bunker Hill Court
,642d405e-5cae-42ba-9908-31087b3ae0cd,Cathe,Tunnow,62e54916f032398f07000bbb,at velit,7,6608,2022-05-06 18:33:31,Delivered,2414 Crescent Oaks Road
,149fc7ef-0384-49e9-b470-3cd7cdbf7a34,Falito,Kinkaid,62e54916f032398ed6000bae,elit ac nulla,8,5104,2021-08-24 18:13:46,Cancelled,70969 Linden Alley
,202d9430-5385-44b6-9e4d-57666b3f6f59,Tiff,Atchly,62e54916f032398e8f000bb5,placerat ante nulla,4,3116,2022-06-27 13:44:36,Pre-Shipment,63 Sutteridge Alley
,62b77a0b-e3d9-4f8b-9c29-154962679de6,Odella,Wrathmall,62e54916f032398eee000bb8,hac habitasse,9,1332,2022-06-08 07:46:37,Delivered,4652 Eagan Center
,5e8217cd-9557-42cc-b1fb-72bef67182f4,Cherrita,Von Hindenburg,62e54916f032398e99000bab,non,10,8920,2022-02-13 03:03:25,Pre-Shipment,419 Sundown Pass
,864dd1ad-9140-4fc2-91d5-00b3f845555d,Jo,Papes,62e54916f032398ec9000baf,sapien dignissim vestibulum,4,3032,2021-08-16 21:55:24,Delivered,158 Red Cloud Street
,57f14f10-ff82-4680-8937-0f158fab7242,Ardelia,Allmark,62e54916f032398ee2000bdc,in quam,9,1989,2021-12-16 03:17:30,Pending,484 Maywood Junction
,cadb4da0-6626-4597-b444-be5d44e3617b,Karyl,Fortin,62e54916f032398f34000bba,justo in,9,8991,2022-05-16 15:31:05,Pre-Shipment,579 Commercial Lane
,75b1356a-051c-45e5-96d8-26862ae13703,Kath,Crips,62e54916f032398ec3000b9f,vestibulum eget,4,868,2021-06-22 04:28:07,Delivered,157 Monument Crossing
,9a67a40f-1875-436b-9e27-6d5a79f6b8fd,Salomo,Popov,62e54916f032398e8f000bbf,neque,9,2115,2022-02-14 09:49:07,Pending,108 Manufacturers Plaza
,022283bb-ecd3-459c-a2a0-b3d556f41c33,Gayle,Lugden,62e54916f032398ed6000b97,ac,10,7920,2022-05-15 07:41:47,Delivered,515 Granby Street
,1e2592ca-eaba-4e27-9ebe-9cc79b368d59,Raleigh,Saxon,62e54916f032398eee000ba8,est,1,626,2022-06-12 23:47:24,Delivered,08345 Prairieview Center
,e20545ed-25b0-4798-8890-cdb9c2e8374a,Gusella,Finch,62e54916f032398ec9000b8a,turpis,4,2548,2022-01-22 10:15:46,Delivered,507 Stuart Trail
,6a596b30-0acf-4dbe-aadb-485fa06e76ef,Ave,Cossam,62e54916f032398ed6000b9a,in faucibus,3,1995,2021-12-09 19:25:13,Delivered,9530 Tomscot Avenue
,9cb5e65f-8648-4268-85fb-a72566ae1e66,Cathyleen,Daughtrey,62e54916f032398ef9000bc6,molestie hendrerit at,7,4032,2022-03-11 14:36:12,Delivered,583 Bluejay Hill
,0418bb00-8094-4982-b0bf-89bbf93d4953,Ronda,Levay,62e54916f032398ee7000bc1,duis,1,634,2021-11-04 04:55:15,Pre-Shipment,12273 Dapin Hill
,e90399b0-bf21-4744-8e74-ae7984dea2e6,Cathrin,Harmes,62e54916f032398ea4000bad,rutrum neque,3,1614,2021-12-25 13:42:54,Pre-Shipment,1662 Fair Oaks Point
,b3b0d358-e656-4917-8354-6237b632a675,Johnathan,Slym,62e54916f032398e92000b95,in,3,2910,2022-02-19 07:45:25,Unshipped,8 Starling Crossing
,3bfd40e1-94b3-4768-93f3-f9697961e886,Salim,Milsap,62e54916f032398e92000b9f,amet eros,6,2556,2022-02-25 03:21:43,Delivered,141 Caliangt Lane
,3eb97729-053f-44a7-af84-68b3e289707e,Clarence,Schuck,62e54916f032398f34000bb2,in hac habitasse,6,5652,2022-03-31 22:26:36,Unshipped,7 Boyd Way
,d29c6605-8980-4cbe-ba73-f16152a79f07,Marissa,Mechi,62e54916f032398ec9000b99,odio,8,5960,2021-07-25 22:14:24,Delivered,99 Hudson Terrace
,b4fe21dc-28f5-41ca-984e-7244484f8f5b,Yancy,Lant,62e54916f032398f34000bae,orci luctus,7,2667,2021-06-22 03:15:55,Pre-Shipment,61904 Valley Edge Alley
,5a5252a9-433c-419c-8561-f49d4ab5a42c,Osborn,Grimsdell,62e54916f032398ed6000b89,scelerisque mauris,10,5820,2022-01-03 23:54:25,Unshipped,954 Spohn Alley
,5f45e782-65df-4ac2-bd9c-d3c0c2737841,Raquel,Gerrish,62e54916f032398ec3000ba1,mi integer,6,2214,2022-03-20 17:53:45,Delivered,1 Susan Hill
,6630c3c3-a2db-4d1e-87ea-0a57bfe50235,Mag,Phippin,62e54916f032398eb5000b85,proin risus praesent,9,6156,2022-04-28 10:42:13,Delivered,9 Morrow Trail
,5184bc8f-d178-4add-a976-b219a606370c,Witty,Dumphry,62e54916f032398eb5000bac,turpis elementum ligula,9,5274,2021-11-08 07:37:02,Pre-Shipment,771 Redwing Trail
,8d87882e-0eb3-44b7-8615-9654198c5ef8,Jackelyn,Beckford,62e54916f032398e8f000bbe,lorem quisque,1,170,2022-06-12 06:48:35,Delivered,3181 Mayfield Court
,012e3537-5f84-4ae4-8e0d-2192e989adfd,Emmi,Sheen,62e54916f032398ed6000ba5,molestie,7,749,2021-10-14 21:35:46,Delivered,61956 Mendota Plaza
,17a06e17-4d38-4e9e-85ac-91d84ff404f6,Filip,Gabitis,62e54916f032398ee2000bfa,ante ipsum primis,4,3676,2021-10-30 20:07:16,Delivered,33 Independence Plaza
,8aa7ee5e-5cf0-4d2e-9bf7-cdecd114040e,Gavin,Whittlesee,62e54916f032398e99000bb3,ut blandit non,5,3430,2021-10-13 14:18:25,Delivered,5 Warbler Junction
,adfdac6c-e2c7-4fe7-971b-8a7fa4e24fed,Jacinda,Rudall,62e54916f032398ec3000b8f,erat tortor sollicitudin,2,1692,2022-02-07 03:42:59,Delivered,2 Green Trail
,35e3d170-9e79-4297-8caa-b2121932e08d,Shepard,Faulkener,62e54916f032398eb5000b9f,in,5,3940,2022-01-14 23:03:43,Delivered,08 Mallard Street
,1561c853-044a-4f01-96e2-620bf554be39,Far,Widmoor,62e54916f032398f07000bc4,sapien cum sociis,9,6633,2022-03-09 07:03:25,Delivered,5542 Logan Road
,7f1e01bd-b4d0-442e-acb1-db2490e05184,Carny,Dadley,62e54916f032398ee2000bde,nisl nunc,2,1754,2021-08-16 07:16:56,Delivered,9250 Dottie Plaza
,2e099e7b-2d28-4504-bc0a-8eaa1d3a574f,Kimball,Iskow,62e54916f032398ee2000bee,ultrices posuere cubilia,3,1599,2021-06-30 13:28:01,Pre-Shipment,57209 Forest Alley
,0ef89883-829e-4327-a858-d723c9a4829b,Goddart,Tregoning,62e54916f032398e99000bc9,convallis morbi odio,1,932,2022-06-15 09:53:49,Delivered,74245 Dottie Terrace
,21013dad-7d00-460e-a844-d50bad9cfd7d,Gerri,Yeulet,62e54916f032398ee2000be1,ac,10,2310,2021-12-28 03:47:23,Pre-Shipment,42 Oak Valley Circle
,d9a169a6-d9b3-4a0d-a7b8-84ab2142d187,Siegfried,Perulli,62e54916f032398ec4000bb6,mus etiam vel,9,3735,2021-06-02 12:10:11,Delivered,18 Sachtjen Lane
,96e08f69-d0ba-4d52-a894-5178feaa25d0,Bunnie,Muro,62e54916f032398ec9000bb0,turpis donec,2,1454,2022-02-07 17:11:34,Pre-Shipment,16470 Laurel Parkway
,6b5a3cc6-2236-495e-b032-c0e35f885849,Wendall,Fardoe,62e54916f032398ee7000bcb,a suscipit,1,102,2022-06-09 03:41:43,Delivered,8 Farragut Place
,51c64d21-1832-40ce-a9f1-51c49c324781,Romain,Yeldon,62e54916f032398e92000b91,ac,2,508,2021-08-03 17:40:48,Delivered,8 Rowland Drive
,531d48df-364c-4de7-9cad-0ed81743ee8c,Alexandros,Lambourne,62e54916f032398ec3000b93,venenatis turpis enim,7,4592,2021-10-01 14:18:47,Cancelled,3 Acker Place
,11352bf4-8370-42f6-aa4a-514fb2e03b73,Lanette,Dunniom,62e54916f032398ee2000bd6,erat,4,1868,2021-10-31 14:47:24,Unshipped,83 Moland Alley
,e31f64fc-6cb1-4b9e-82fc-d9db648b99c6,Dean,Bea,62e54916f032398eb5000b94,nibh quisque id,1,452,2021-07-16 17:29:16,Delivered,3 Arizona Circle
,9ffe3f36-2bb0-43b5-9b3e-420016272230,Carroll,Glaister,62e54916f032398f07000bba,quisque,6,5916,2022-05-30 00:10:10,Unshipped,8 David Center
,d4e6360e-af46-4e55-8d9b-4e5e660a46d2,Carolann,Baus,62e54916f032398e99000bbc,tincidunt,2,1154,2022-01-15 05:21:23,Delivered,32019 Monica Alley
,0bbea66f-f9ff-448b-822c-9d9f0cece2af,Ashlan,Gilbard,62e54916f032398ec4000bb8,nisi nam,2,630,2021-09-14 09:46:29,Delivered,68186 Kropf Junction
,b7c96f92-0c27-4a55-904a-d3d68c45ca6d,Cooper,Lagden,62e54916f032398f29000bcb,libero rutrum ac,3,807,2022-01-17 11:25:53,Pending,168 Rutledge Pass
,75384088-3866-4c61-b26b-a81393ac7fea,Kirbie,Easterbrook,62e54916f032398e8e000bc6,justo,3,1002,2022-06-29 07:55:13,Pre-Shipment,2 Beilfuss Court
,90272e3e-5735-47f8-af42-8f28ea127a21,Lanny,Naulls,62e54916f032398ec4000bb5,ante,4,3084,2022-05-28 13:11:45,Delivered,7 Schurz Hill
,9c965f23-7163-4efd-bcb0-f1c62710315a,Forrester,Graalmans,62e54916f032398f29000bb3,ullamcorper augue a,6,5592,2021-11-04 09:31:11,Delivered,06 Arrowood Circle
,ee0b36fc-b61e-49ee-bd24-594c3bf62d4c,Nelie,Junkinson,62e54916f032398ee7000bda,velit vivamus,6,2718,2022-04-17 06:12:03,Delivered,934 Clyde Gallagher Pass
,7e2c1e1c-a08a-406a-8fbf-e0fae1249c04,Gunther,Weems,62e54916f032398ee2000bda,dictumst,4,1460,2021-09-05 06:21:20,Delivered,526 Boyd Pass
,1696257b-5e02-4a80-ba16-d7a57475dbe6,Etta,Vasiliev,62e54916f032398ef9000bc3,vestibulum vestibulum,6,3852,2022-06-15 17:15:00,Delivered,085 Declaration Court
,d588350b-2b1a-4da7-afdc-c4f48d8240c4,Florette,McAuslan,62e54916f032398e99000ba9,gravida,3,1173,2022-02-12 05:54:10,Cancelled,8983 Roth Hill
,144320bf-7271-42d8-90da-a9989f905e04,Decca,Phaup,62e54916f032398ed6000b7f,in faucibus orci,2,952,2021-06-13 09:25:46,Pending,962 Emmet Terrace
,462cc93b-6d2f-42ff-8933-f9b5c0dcd769,Klara,Ivashintsov,62e54916f032398eae000ba2,non sodales sed,6,4644,2021-09-02 01:50:24,Pre-Shipment,277 Mayfield Way
,01e96997-c962-4684-9d07-9c552b6beee6,Trumaine,Sautter,62e54916f032398ec4000bbd,nulla,9,8010,2021-07-05 02:53:03,Pre-Shipment,3 Del Sol Court
,448b43e5-d7da-41b9-8c17-9390f44890d6,Arlin,Cartan,62e54916f032398ec3000b92,molestie nibh,3,1635,2021-07-11 01:29:18,Delivered,75 Shelley Junction
,3df918a2-272e-4fbd-8cc0-e91b1af13f2a,Gran,Levee,62e54916f032398e8e000bb8,nulla,4,880,2021-06-24 14:16:10,Delivered,26905 Fair Oaks Road
,07285df0-5b6f-445f-add8-0f2e1cc1066c,Danny,Baalham,62e54916f032398ea4000ba7,ut,8,1968,2022-01-21 08:20:39,Pending,4 Boyd Plaza
,eb30fccf-f043-424a-a8fd-1849560517a5,Charisse,Gloyens,62e54916f032398eae000b90,congue eget semper,5,1015,2021-10-25 07:34:22,Pending,10 Thackeray Avenue
,b5ee9e45-11f7-4241-8e29-5305edc700bb,Howard,Splevings,62e54916f032398eee000bb6,aliquet at,9,8694,2021-06-09 00:30:29,Delivered,03 Eagle Crest Point
,332e2908-3d8c-4454-9ea0-6decc11fdd46,Joellen,Coate,62e54916f032398e8e000bc8,ultrices vel,6,5694,2021-07-06 04:25:20,Pre-Shipment,5194 Nancy Junction
